NAME,STAT,LEVEL,LAT,LON,TIME,WIND,PR
Nadine,TROPICAL STORM,2,36.2,-28.6,09/20 6:00 PM,45,981
Nadine,TROPICAL STORM,2,36.1,-28.2,09/20 9:00 PM,45,981
Nadine,TROPICAL STORM,2,36,-28.1,09/21 12:00 AM,45,981
Nadine,TROPICAL STORM,2,35.4,-28,09/21 3:00 AM,55,981
Nadine,TROPICAL STORM,2,35.3,-27.5,09/21 6:00 AM,55,981
Nadine,TROPICAL STORM,2,35.1,-27.2,09/21 9:00 AM,55,981
Nadine,TROPICAL STORM,2,34.9,-27.5,09/21 12:00 PM,55,981
Nadine,TROPICAL STORM,2,34.1,-27.5,09/21 3:00 PM,50,981
Nadine,TROPICAL STORM,2,33.6,-27.3,09/21 6:00 PM,50,981
Nadine,TROPICAL STORM,2,33,-27,09/21 9:00 PM,50,982
Nadine,TROPICAL STORM,2,31.9,-26.6,09/22 12:00 AM,50,984
Nadine,TROPICAL STORM,2,30.6,-25.6,09/23 3:00 PM,50,986
Nadine,TROPICAL STORM,2,31,-26.1,09/23 9:00 PM,50,986
Nadine,TROPICAL STORM,2,31,-26.3,09/24 3:00 AM,50,985
Nadine,TROPICAL STORM,2,31.4,-26.9,09/24 9:00 AM,45,991
Nadine,TROPICAL STORM,2,31.7,-27.8,09/24 3:00 PM,45,993
Nadine,TROPICAL STORM,2,31.7,-28.6,09/24 9:00 PM,45,993
Nadine,TROPICAL STORM,2,32.2,-29,09/25 3:00 AM,40,996
Nadine,TROPICAL STORM,2,32.1,-29.6,09/25 9:00 AM,40,996
Nadine,TROPICAL STORM,2,31.9,-30,09/25 3:00 PM,40,997
Nadine,TROPICAL STORM,2,31.7,-30.4,09/25 9:00 PM,40,997
Nadine,TROPICAL STORM,2,31.2,-30.4,09/26 3:00 AM,40,997
Nadine,TROPICAL STORM,2,30.9,-30.5,09/26 9:00 AM,40,998
Nadine,TROPICAL STORM,2,30.6,-30.3,09/26 3:00 PM,45,997
Nadine,TROPICAL STORM,2,30.2,-30.8,09/26 9:00 PM,45,995
Nadine,TROPICAL STORM,2,29.5,-31.4,09/27 3:00 AM,45,993
Nadine,TROPICAL STORM,2,28.9,-31.5,09/27 9:00 AM,50,992
Nadine,TROPICAL STORM,2,28.7,-32.4,09/27 3:00 PM,50,993
Nadine,TROPICAL STORM,2,28.6,-32.8,09/27 9:00 PM,55,992
Nadine,TROPICAL STORM,2,28.8,-33.6,09/28 3:00 AM,55,993
Nadine,TROPICAL STORM,2,29,-34.1,09/28 9:00 AM,60,991
Nadine,HURRICANE-1,3,29.6,-34.7,09/28 3:00 PM,65,988
Nadine,HURRICANE-1,3,30.1,-35,09/28 9:00 PM,65,988
Nadine,HURRICANE-1,3,31,-35.5,09/29 3:00 AM,65,988
Nadine,TROPICAL STORM,2,31.9,-35.9,09/29 9:00 AM,60,992
Nadine,HURRICANE-1,3,33.3,-36.2,09/29 3:00 PM,65,988
Nadine,HURRICANE-1,3,34.4,-36.7,09/29 9:00 PM,70,987
Nadine,HURRICANE-1,3,35.6,-37.5,09/30 3:00 AM,75,984
Nadine,HURRICANE-1,3,36.6,-37.8,09/30 9:00 AM,80,979
Nadine,HURRICANE-1,3,37.1,-38.6,09/30 3:00 PM,80,979
Nadine,HURRICANE-1,3,37.2,-39.2,09/30 9:00 PM,80,978
Nadine,HURRICANE-1,3,36.7,-39.4,10/01 3:00 AM,75,981
Nadine,HURRICANE-1,3,36.3,-39.3,10/01 9:00 AM,65,988
Nadine,TROPICAL STORM,2,35.8,-39.2,10/01 3:00 PM,60,991
Nadine,TROPICAL STORM,2,35.6,-39.4,10/01 6:00 PM,60,991
Nadine,TROPICAL STORM,2,35.4,-39.4,10/01 9:00 PM,55,995
Nadine,TROPICAL STORM,2,34.8,-39.1,10/02 12:00 AM,55,995
Nadine,TROPICAL STORM,2,34.7,-38.9,10/02 3:00 AM,55,995
Nadine,TROPICAL STORM,2,34.5,-38.5,10/02 6:00 AM,55,995
Nadine,TROPICAL STORM,2,34.5,-38.1,10/02 9:00 AM,55,995
Nadine,TROPICAL STORM,2,34.3,-37.8,10/02 12:00 PM,55,995
Nadine,TROPICAL STORM,2,34.2,-37.5,10/02 3:00 PM,55,994
Nadine,TROPICAL STORM,2,34.3,-37.2,10/02 6:00 PM,55,994
Nadine,TROPICAL STORM,2,34.4,-36.7,10/02 9:00 PM,50,994
Nadine,TROPICAL STORM,2,34.4,-36.1,10/03 12:00 AM,50,994
Nadine,TROPICAL STORM,2,34.4,-35.7,10/03 3:00 AM,45,996
Nadine,TROPICAL STORM,2,34.5,-35.4,10/03 6:00 AM,45,996
Nadine,TROPICAL STORM,2,34.9,-34.6,10/03 9:00 AM,45,998
Nadine,TROPICAL STORM,2,34.9,-34,10/03 12:00 PM,40,1000
Nadine,TROPICAL STORM,2,35.1,-33.3,10/03 3:00 PM,45,1000
Nadine,TROPICAL STORM,2,35.2,-32.5,10/03 6:00 PM,45,1000
Nadine,TROPICAL STORM,2,36.1,-31.9,10/03 9:00 PM,40,1002
Nadine,TROPICAL STORM,2,36.5,-31,10/04 12:00 AM,40,1002
Nadine,TROPICAL STORM,2,37.4,-30.3,10/04 3:00 AM,40,1002
Nadine,TROPICAL STORM,2,37.6,-29.3,10/04 6:00 AM,40,1002
Nadine,TROPICAL STORM,2,38.4,-28.4,10/04 9:00 AM,40,996
Nadine,TROPICAL STORM,2,39,-27.2,10/04 12:00 PM,40,992
Rafael,TROPICAL STORM,2,15,-63.1,10/12 11:00 PM,35,1006
Rafael,TROPICAL STORM,2,15.4,-63.4,10/13 3:00 AM,35,1007
Rafael,TROPICAL STORM,2,15.6,-63.6,10/13 6:00 AM,35,1007
Rafael,TROPICAL STORM,2,15.7,-64.2,10/13 9:00 AM,35,1006
Rafael,TROPICAL STORM,2,15.5,-63.9,10/13 12:00 PM,35,1006
Rafael,TROPICAL STORM,2,15.9,-64.1,10/13 3:00 PM,35,1006
Rafael,TROPICAL STORM,2,16.5,-63.9,10/13 6:00 PM,35,1006
Rafael,TROPICAL STORM,2,17.3,-63.3,10/13 9:00 PM,45,1004
Rafael,TROPICAL STORM,2,17.9,-63.5,10/14 12:00 AM,45,1004
Rafael,TROPICAL STORM,2,18.4,-63.6,10/14 3:00 AM,45,1004
Rafael,TROPICAL STORM,2,18.7,-63.6,10/14 6:00 AM,45,1003
Rafael,TROPICAL STORM,2,19.4,-63.8,10/14 9:00 AM,45,1003
Rafael,TROPICAL STORM,2,19.5,-63.8,10/14 12:00 PM,45,1003
Rafael,TROPICAL STORM,2,20,-64.1,10/14 3:00 PM,50,997
Rafael,TROPICAL STORM,2,20.3,-64.4,10/14 6:00 PM,50,996
Rafael,TROPICAL STORM,2,20.7,-64.7,10/14 9:00 PM,50,996
Rafael,TROPICAL STORM,2,21.4,-64.5,10/15 12:00 AM,55,991
Rafael,TROPICAL STORM,2,21.6,-64.8,10/15 3:00 AM,60,989
Rafael,TROPICAL STORM,2,22.1,-65.1,10/15 6:00 AM,60,988
Rafael,TROPICAL STORM,2,22.5,-65.3,10/15 9:00 AM,60,988
Rafael,TROPICAL STORM,2,22.5,-65.5,10/15 12:00 PM,60,985
Rafael,TROPICAL STORM,2,23,-65.7,10/15 3:00 PM,60,985
Rafael,TROPICAL STORM,2,23.5,-65.8,10/15 6:00 PM,60,985
Rafael,TROPICAL STORM,2,24.1,-65.8,10/15 9:00 PM,60,985
Rafael,HURRICANE-1,3,24.5,-65.7,10/16 12:00 AM,75,974
Rafael,HURRICANE-1,3,25.1,-65.5,10/16 3:00 AM,75,974
Rafael,HURRICANE-1,3,25.9,-65.3,10/16 6:00 AM,75,974
Rafael,HURRICANE-1,3,26.6,-65,10/16 9:00 AM,75,974
Rafael,HURRICANE-1,3,27.3,-65,10/16 12:00 PM,75,974
Rafael,HURRICANE-1,3,28.6,-64.5,10/16 3:00 PM,80,971
Rafael,HURRICANE-1,3,29.5,-64.4,10/16 6:00 PM,75,969
Rafael,HURRICANE-1,3,30.6,-63.8,10/16 9:00 PM,75,969
Rafael,HURRICANE-1,3,31.4,-63.1,10/17 12:00 AM,75,969
Rafael,HURRICANE-1,3,32.4,-62.5,10/17 3:00 AM,75,970
Rafael,HURRICANE-1,3,35.2,-60.7,10/17 9:00 AM,70,974
Rafael,HURRICANE-1,3,37.5,-59.1,10/17 3:00 PM,65,975
Sandy,TROPICAL DEPRESSION,1,13.5,-78,10/22 3:00 PM,25,1003
Sandy,TROPICAL DEPRESSION,1,13.5,-78.5,10/22 6:00 PM,25,1003
Sandy,TROPICAL STORM,2,12.5,-78.5,10/22 9:00 PM,35,999
Sandy,TROPICAL STORM,2,12.7,-78.7,10/23 12:00 AM,40,998
Sandy,TROPICAL STORM,2,12.7,-78.6,10/23 3:00 AM,40,998
Sandy,TROPICAL STORM,2,12.9,-78.7,10/23 6:00 AM,40,998
Sandy,TROPICAL STORM,2,13.3,-78.6,10/23 9:00 AM,40,998
Sandy,TROPICAL STORM,2,13.4,-77.9,10/23 12:00 PM,40,997
Sandy,TROPICAL STORM,2,13.8,-77.8,10/23 3:00 PM,45,993
Sandy,TROPICAL STORM,2,14.1,-77.6,10/23 6:00 PM,45,993
Sandy,TROPICAL STORM,2,14.3,-77.6,10/23 9:00 PM,45,993
Sandy,TROPICAL STORM,2,14.8,-77.5,10/24 12:00 AM,45,993
Sandy,TROPICAL STORM,2,15.2,-77.2,10/24 3:00 AM,50,989
Sandy,TROPICAL STORM,2,15.7,-77.1,10/24 6:00 AM,55,988
Sandy,TROPICAL STORM,2,16.3,-77,10/24 9:00 AM,60,986
Sandy,TROPICAL STORM,2,16.6,-76.9,10/24 12:00 PM,60,983
Sandy,HURRICANE-1,3,17.1,-76.7,10/24 3:00 PM,70,973
Sandy,HURRICANE-1,3,17.6,-76.8,10/24 6:00 PM,70,973
Sandy,HURRICANE-1,3,18.3,-76.6,10/24 9:00 PM,70,970
Sandy,HURRICANE-1,3,18.7,-76.4,10/25 12:00 AM,75,968
Sandy,HURRICANE-1,3,19.4,-76.3,10/25 3:00 AM,80,954
Sandy,HURRICANE-2,4,20.1,-75.9,10/25 6:00 AM,95,957
Sandy,HURRICANE-2,4,20.9,-75.8,10/25 9:00 AM,90,960
Sandy,HURRICANE-2,4,21.6,-75.5,10/25 12:00 PM,90,967
Sandy,HURRICANE-2,4,22.4,-75.5,10/25 3:00 PM,90,964
Sandy,HURRICANE-2,4,23.5,-75.4,10/25 6:00 PM,90,963
Sandy,HURRICANE-2,4,24.5,-75.6,10/25 9:00 PM,90,963
Sandy,HURRICANE-2,4,24.8,-75.8,10/26 12:00 AM,85,965
Sandy,HURRICANE-1,3,25.3,-76.1,10/26 3:00 AM,80,968
Sandy,HURRICANE-1,3,25.8,-76.5,10/26 6:00 AM,75,968
Sandy,HURRICANE-1,3,26.3,-76.9,10/26 9:00 AM,70,968
Sandy,HURRICANE-1,3,26.4,-76.9,10/26 12:00 PM,70,970
Sandy,HURRICANE-1,3,26.7,-76.9,10/26 3:00 PM,70,970
Sandy,HURRICANE-1,3,27.1,-77.1,10/26 6:00 PM,65,971
Sandy,HURRICANE-1,3,27.3,-77.1,10/26 9:00 PM,65,971
Sandy,HURRICANE-1,3,27.5,-77.2,10/27 12:00 AM,65,970
Sandy,HURRICANE-1,3,27.7,-77.1,10/27 3:00 AM,65,969
Sandy,HURRICANE-1,3,28.1,-76.9,10/27 6:00 AM,65,969
Sandy,TROPICAL STORM,2,28.6,-76.7,10/27 9:00 AM,60,969
Sandy,HURRICANE-1,3,28.8,-76.8,10/27 12:00 PM,65,960
Sandy,HURRICANE-1,3,29,-76,10/27 3:00 PM,65,958
Sandy,HURRICANE-1,3,29.7,-75.6,10/27 6:00 PM,65,961
Sandy,HURRICANE-1,3,30.2,-75.2,10/27 9:00 PM,65,961
Sandy,HURRICANE-1,3,30.5,-74.7,10/28 12:00 AM,65,961
Sandy,HURRICANE-1,3,30.9,-74.3,10/28 3:00 AM,65,960
Sandy,HURRICANE-1,3,31.5,-73.7,10/28 6:00 AM,65,960
Sandy,HURRICANE-1,3,31.9,-73.3,10/28 9:00 AM,65,960
Sandy,HURRICANE-1,3,32.1,-73.1,10/28 12:00 PM,65,951
Sandy,HURRICANE-1,3,32.5,-72.6,10/28 3:00 PM,65,951
Sandy,HURRICANE-1,3,32.8,-71.9,10/28 6:00 PM,65,951
Sandy,HURRICANE-1,3,33.4,-71.3,10/28 9:00 PM,65,952
Sandy,HURRICANE-1,3,34,-70.9,10/29 12:00 AM,65,950
Sandy,HURRICANE-1,3,34.5,-70.5,10/29 3:00 AM,65,950
Sandy,HURRICANE-1,3,35.2,-70.5,10/29 6:00 AM,65,950
Sandy,HURRICANE-1,3,35.9,-70.5,10/29 9:00 AM,75,946
Sandy,HURRICANE-1,3,36.8,-71.1,10/29 12:00 PM,75,946
Sandy,HURRICANE-1,3,37.5,-71.5,10/29 3:00 PM,80,943
Sandy,HURRICANE-1,3,38.3,-73.1,10/29 6:00 PM,80,940
Sandy,HURRICANE-1,3,38.8,-74.4,10/29 9:00 PM,80,940
